,003ba30e1374a6ea2cfed3594df32399,"market for hazardous waste, for incineration",Europe without Switzerland,-7.10493e-05,kilogram,cutoff38,f16ebe0cf00906d23646f15369313fe6,"treatment of low level radioactive waste, plasma torch incineration",CH,-0.09,cubic meter
1296,e634bf61340c0d9dec408c3a9b2c1827,"treatment of waste glass, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
1297,e68a78ea71f9189db6d3b4de91a47bf2,"market for hazardous waste, for incineration",RoW,-9.05722891566e-07,kilogram,cutoff38,,,,,
1298,e6ee0db2f8970280601fe081882e932a,"treatment of refinery sludge, hazardous waste incineration, with energy recovery",CH,-0.5,kilogram,cutoff38,,,,,
1299,e6ee0db2f8970280601fe081882e932a,"treatment of refinery sludge, hazardous waste incineration",CH,-0.5,kilogram,cutoff38,,,,,
1300,e76d00bc7a45110eefe41a33d55b804c,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
1301,e7f5dc04e3a78fd8e16677855d362567,"market for hazardous waste, for incineration",RoW,-0.0453569582144301,kilogram,cutoff38,,,,,
1302,e7fbf73b0592737b76f18bea455be40d,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0012181580832899,kilogram,cutoff38,,,,,
1303,e7fbf73b0592737b76f18bea455be40d,"market for hazardous waste, for incineration",CH,-3.18419167100756e-05,kilogram,cutoff38,,,,,
1304,e81c92d2991b5d82c97eb699b43e380b,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
1305,e83da4fe13ed8839a67a4e5e42453c40,"treatment of waste polyethylene, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
1306,e87c124ef65f9d62f6f4f7dd45a75b94,"treatment of waste glass, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
1307,e8853d1fee9c10bdaba2c87a26ef4d40,"treatment of waste graphical paper, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
1308,e8876f994c20e3a5c4ae42257d201740,"treatment of waste polyurethane, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
1309,e8dad30ce084918c6c326790f0374561,"market for hazardous waste, for incineration",CH,-0.0002755521753824,kilogram,cutoff38,,,,,
1310,e92d3b181679d999dc31976a516d6729,"treatment of waste wood, untreated, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
1311,e93257516ebea2745a72524a8442f37d,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0010394948977407,kilogram,cutoff38,,,,,
1312,e93257516ebea2745a72524a8442f37d,"market for hazardous waste, for incineration",CH,-2.71717689259313e-05,kilogram,cutoff38,,,,,
1313,ea2ee7caec0d1773f6111d3b55a7f096,"treatment of waste glass, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1314,ea7ebb4cece27f20cb9bee98342587a3,"market for hazardous waste, for incineration",Europe without Switzerland,-5.44760294847254e-09,kilogram,cutoff38,,,,,
1315,ea7ebb4cece27f20cb9bee98342587a3,"market for hazardous waste, for incineration",CH,-1.42397051527458e-10,kilogram,cutoff38,,,,,
1316,eadccc15545a466b1fa2cca36d400566,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
1317,eb2b686c66348e8ef34b6cc6d1f22049,"treatment of waste polypropylene, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
1318,eb705a10121efd4f2cf799535dcdef94,"market for hazardous waste, for incineration",RoW,-0.0003137181100395,kilogram,cutoff38,,,,,
1319,ebe3f0cb87b163da77530ca915874a4f,"treatment of waste wood, untreated, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
1320,ebf137b0603397e731d9c9327917688f,"treatment of waste polystyrene, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
1321,ec0462c532ca8dd075a7b802e4fe2690,"market for hazardous waste, for incineration",CH,-0.0002977202320466,kilogram,cutoff38,,,,,
1322,ec38ca4dc5eeedafa233b355976a915c,"treatment of waste polyurethane, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
1323,ec5f2d8e2ed7868ed429b76ba29c8709,"treatment of waste paperboard, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
1324,ed78fa2d0fec76ff49de0ff8f5d86da0,"market for hazardous waste, for incineration",RoW,-0.0003133149061623,kilogram,cutoff38,,,,,
1325,edafe8e65fcc1514ab45c27f00830240,"market for hazardous waste, for incineration",RoW,-0.0003025725110548,kilogram,cutoff38,,,,,
1326,ee271fa52f7512b1009814c79624a8cb,"treatment of waste glass, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
1327,ee3ad29dc9c1edfa03bd6007a1404a7c,"treatment of waste polyethylene, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
1328,ee55cafb5b378e7a0419d1931f6e001c,"market for hazardous waste, for incineration",RoW,-0.0002796082422199,kilogram,cutoff38,,,,,
1329,eea45213d2a5a92d0af70088df380fc9,"market for hazardous waste, for incineration",RoW,-8.73e-07,kilogram,cutoff38,,,,,
1330,eeaabcd09dde9457b728f82580c0310c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.123764861262256,kilogram,cutoff38,,,,,
1331,eeaabcd09dde9457b728f82580c0310c,"market for hazardous waste, for incineration",CH,-0.0032351387377436,kilogram,cutoff38,,,,,
1332,eedcbcc77c2336083f99dfc8825c244e,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
1333,eeed81f7e9eee6437890945b8ebf6881,"market for process-specific burdens, municipal waste incineration",Europe without Switzerland,4.18654178348238e-05,kilogram,cutoff38,,,,,
1334,ef3c1e70d617452d89dfbecc859eb56b,"treatment of waste mineral oil, hazardous waste incineration, with energy recovery",Europe without Switzerland,-0.397600148816246,kilogram,cutoff38,,,,,
1335,ef3c1e70d617452d89dfbecc859eb56b,"treatment of waste mineral oil, hazardous waste incineration",Europe without Switzerland,-0.397566014085865,kilogram,cutoff38,,,,,
1336,ef8a8be72b6e6bd62b83118bab7c56e4,"treatment of waste plastic, mixture, municipal incineration",RoW,-4.26397855228401e-07,kilogram,cutoff38,,,,,
1337,ef8a8be72b6e6bd62b83118bab7c56e4,"treatment of municipal solid waste, incineration",ES,-0.0056565270580682,kilogram,cutoff38,,,,,
1338,ef8a8be72b6e6bd62b83118bab7c56e4,"market for hazardous waste, for incineration",CH,-1.23453309640221e-06,kilogram,cutoff38,,,,,
1339,ef8a8be72b6e6bd62b83118bab7c56e4,"market for hazardous waste, for incineration",Europe without Switzerland,-4.72288299779213e-05,kilogram,cutoff38,,,,,
1340,ef8a8be72b6e6bd62b83118bab7c56e4,"market for hazardous waste, for incineration",RoW,-9.82100219502767e-05,kilogram,cutoff38,,,,,
1341,efce436f112adc9b59d8adeb874e92f1,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1342,effbf9f1469277c52a576995cdc333ca,"market for hazardous waste, for incineration",RoW,-0.025751,kilogram,cutoff38,,,,,
1343,f0312b570f27438940211870ae8e003c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0002943510120539,kilogram,cutoff38,,,,,
1344,f0dbf9fb140f736060df9feef05ac481,"market for hazardous waste, for incineration",RoW,-0.1482,kilogram,cutoff38,,,,,
1345,f11e7f6e7071f5a2e265a0798e77f21f,"market for hazardous waste, for incineration",RoW,-0.0016774,kilogram,cutoff38,,,,,
1346,f13a312c47fcd8026ae512ce17b4cbe4,"treatment of waste graphical paper, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1347,f16114f20dfb164f1ef9b0aa9c393633,"treatment of biowaste, municipal incineration with fly ash extraction",CH,-0.446727762192701,kilogram,cutoff38,,,,,
1348,f1ac589a4be783a90ed890e482da9a9b,"market for hazardous waste, for incineration",Europe without Switzerland,-0.227,kilogram,cutoff38,,,,,
1349,f1b60b0d6065e7225a34185ec18d09a5,"market for hazardous waste, for incineration",RoW,-0.014942,kilogram,cutoff38,,,,,
1350,f1d83ed21e3d35b5cd93688f548c2f96,"treatment of waste paperboard, municipal incineration",RoW,-0.670191344336828,kilogram,cutoff38,,,,,
1351,f1feb58d5a42ab19210332b8d66e8be1,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0809667835567668,kilogram,cutoff38,,,,,
1352,f1feb58d5a42ab19210332b8d66e8be1,"market for hazardous waste, for incineration",CH,-0.0021164228302244,kilogram,cutoff38,,,,,
1353,f24c4ec741654780fe5e6d6ec6b6ce16,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
1354,f29b847a28ee5103d5bdac6fbe6815e4,"market for hazardous waste, for incineration",RoW,-0.004647202920716,kilogram,cutoff38,,,,,
1355,f2a8404a9ae5dece105c0627543ddbff,"market for hazardous waste, for incineration",RoW,-5.59e-09,kilogram,cutoff38,,,,,
1356,f2d458d6d914c1f54063cd0a9d5792c4,"market for hazardous waste, for incineration",RoW,-0.000436984095051,kilogram,cutoff38,,,,,
1357,f2d7212ae4b77a3784fc2d13ad9f63a2,"market for hazardous waste, for incineration",RoW,-0.0039443505594115,kilogram,cutoff38,,,,,
1358,f31dea514d74ebd48b7fdee4b81c80cd,"treatment of spent solvent mixture, hazardous waste incineration, with energy recovery",Europe without Switzerland,-0.382239597488572,kilogram,cutoff38,,,,,
1359,f31dea514d74ebd48b7fdee4b81c80cd,"treatment of spent solvent mixture, hazardous waste incineration",Europe without Switzerland,-0.382239597488572,kilogram,cutoff38,,,,,
1360,f32d5dbeadab9552437575ba740357c3,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0003019048571805,kilogram,cutoff38,,,,,
1361,f34b7171c7e35dbbc113a7b4713250e0,"market for hazardous waste, for incineration",RoW,-0.0002978840214522,kilogram,cutoff38,,,,,
1362,f373b194d716875be146d116312ddf78,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1363,f47a4ac918bcaf6e3590c0957b0435f8,"treatment of waste polypropylene, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
1364,f4859b18b3f1279afa171141d31d8115,"treatment of bilge oil, hazardous waste incineration, with energy recovery",RoW,-0.5,kilogram,cutoff38,,,,,
1365,f4859b18b3f1279afa171141d31d8115,"treatment of bilge oil, hazardous waste incineration",RoW,-0.5,kilogram,cutoff38,,,,,
1366,f4a33ee7af72859e73df04d67e6925b7,"market for hazardous waste, for incineration",Europe without Switzerland,-0.601282829911907,kilogram,cutoff38,,,,,
1367,f4a33ee7af72859e73df04d67e6925b7,"market for hazardous waste, for incineration",CH,-0.0157171700880933,kilogram,cutoff38,,,,,
1368,f53aede842b9c6367da38b7b7aad0611,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1369,f548c89b6073bc851e432329209ad890,"treatment of waste wood, untreated, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
1370,f56e79406ede0d5c571b9f3ff9dd9822,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0004124112180256,kilogram,cutoff38,,,,,
1371,f56e79406ede0d5c571b9f3ff9dd9822,"market for hazardous waste, for incineration",RoW,-0.0008575887819743,kilogram,cutoff38,,,,,
1372,f59c5e02447c0060fc578f80f4a3c5fb,"market for hazardous waste, for incineration",RoW,-0.0003410553638921,kilogram,cutoff38,,,,,
1373,f5ac959f31ed82f6aceb1602f20a6227,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1374,f5c57d777bff5ef49bc43ce9fdb66a72,"market for hazardous waste, for incineration",Europe without Switzerland,-4.14372319491368e-06,kilogram,cutoff38,,,,,
1375,f5c57d777bff5ef49bc43ce9fdb66a72,"market for hazardous waste, for incineration",CH,-1.08314422119749e-07,kilogram,cutoff38,,,,,
1376,f5e7851b196d229015696bdb0d7b0717,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0020418278528872,kilogram,cutoff38,,,,,
1377,f5e7851b196d229015696bdb0d7b0717,"market for hazardous waste, for incineration",CH,-5.33721471127603e-05,kilogram,cutoff38,,,,,
1378,f66994f32eaa25a43de29d82b4edef0e,"market for hazardous waste, for incineration",RoW,-2.75127143528729e-08,kilogram,cutoff38,,,,,
1379,f6876052fc23e65f044bc7461f4fcb32,"market for hazardous waste, for incineration",CH,-0.000303529900877,kilogram,cutoff38,,,,,
1380,f7039dad255ceae3b96ca91964c913aa,"treatment of biowaste, municipal incineration",GLO,-0.0050793434247566,kilogram,cutoff38,,,,,
1381,f70666fd3525d42ae645122a444d4c21,"treatment of waste plastic, mixture, municipal incineration",RoW,-9.56211736203576e-06,kilogram,cutoff38,,,,,
1382,f70666fd3525d42ae645122a444d4c21,"treatment of municipal solid waste, incineration",ES,-0.12684954890734,kilogram,cutoff38,,,,,
1383,f70666fd3525d42ae645122a444d4c21,"market for hazardous waste, for incineration",CH,-2.76848258272596e-05,kilogram,cutoff38,,,,,
1384,f70666fd3525d42ae645122a444d4c21,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0010591226235849,kilogram,cutoff38,,,,,
1385,f70666fd3525d42ae645122a444d4c21,"market for hazardous waste, for incineration",RoW,-0.002202393244951,kilogram,cutoff38,,,,,
1386,f7236903a71ad59d253c6bfb621476f0,"treatment of waste paperboard, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
1387,f72ccd1352c9e5e03deefb1342166589,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
1388,f75cb7bcf25dc286b480c869e2f32a1c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0006697327389586,kilogram,cutoff38,,,,,
1389,f75cb7bcf25dc286b480c869e2f32a1c,"market for hazardous waste, for incineration",CH,-1.75064093769637e-05,kilogram,cutoff38,,,,,
1390,f75cb7bcf25dc286b480c869e2f32a1c,"market for hazardous waste, for incineration",RoW,-0.0013926761900452,kilogram,cutoff38,,,,,
1391,f76e36f187281fbe7605c01abb1b8a20,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
1392,f7d4b22ae818c2d4034cf45ec7606207,"market for hazardous waste, for incineration",CH,-0.0003227570536375,kilogram,cutoff38,,,,,
1393,f8144d2f463e50891762acfd8e86b4a0,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
1394,f82311a3f4f8e470124ab25e3610eb4a,"market for hazardous waste, for incineration",RoW,-0.0017768162925414,kilogram,cutoff38,,,,,
1395,f823bf6ed7661e052f806dd9e3c2145f,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1396,f846a3a47149c4fd94a974ac34b19e8c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0357115223697274,kilogram,cutoff38,,,,,
1397,f846a3a47149c4fd94a974ac34b19e8c,"market for hazardous waste, for incineration",CH,-0.0009334776302725,kilogram,cutoff38,,,,,
1398,f88d9ee43ba457c82636b6496b51b616,"treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery",Europe without Switzerland,-0.5,kilogram,cutoff38,,,,,
1399,f88d9ee43ba457c82636b6496b51b616,"treatment of fly ash and scrubber sludge, hazardous waste incineration",Europe without Switzerland,-0.5,kilogram,cutoff38,,,,,
1400,f8ad839d843a7e8e9c4128867841a6d7,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
1401,f8b4efe3905f8bfc5ed0047babd94e69,"market for hazardous waste, for incineration",Europe without Switzerland,-0.001945252280044,kilogram,cutoff38,,,,,
1402,f8b4efe3905f8bfc5ed0047babd94e69,"market for hazardous waste, for incineration",CH,-5.08477199559855e-05,kilogram,cutoff38,,,,,
1403,f90969643d9f71b637a265c044251a13,"market for hazardous waste, for incineration",RoW,-4.15e-06,kilogram,cutoff38,,,,,
1404,f95735f10879c238a036ddc7f2565611,"market for hazardous waste, for incineration",Europe without Switzerland,-8.73e-07,kilogram,cutoff38,,,,,
1405,f959e9c55d2777bdaea5979d66025839,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0003712310739789,kilogram,cutoff38,,,,,
1406,f98faac6c5bc6e6160bb46c95f7bd8bc,"market for hazardous waste, for incineration",RoW,-1.07311681625356e-05,kilogram,cutoff38,,,,,
1407,f9b0738eac0c889b173e121cbdf7d32c,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1408,f9d9e1fe071af805ff86ec66d4f5f0c9,"treatment of waste emulsion paint, municipal incineration with fly ash extraction",CH,-1.12,kilogram,cutoff38,,,,,
1409,fa2759c5391fb94be98f82ab943e7cfe,"market for hazardous waste, for incineration",CH,-0.084894795537956,kilogram,cutoff38,,,,,
1410,fa2759c5391fb94be98f82ab943e7cfe,"market for hazardous waste, for incineration",Europe without Switzerland,-3.2477718711287,kilogram,cutoff38,,,,,
1411,fa3ca53252aa499bdd809b328f58d1c9,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0001071979113295,kilogram,cutoff38,,,,,
1412,fa3ca53252aa499bdd809b328f58d1c9,"market for hazardous waste, for incineration",CH,-2.80208867048665e-06,kilogram,cutoff38,,,,,
1413,fa5dd14ff0306082e6954dc6f7de782a,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
1414,fa881b8be125dec958a0a8f6ed3a76b9,"market for hazardous waste, for incineration",RoW,-0.173466269830353,kilogram,cutoff38,,,,,
1415,faf28742f3bca43f1f0095ec092ed443,"market for hazardous waste, for incineration",RoW,-0.0003092845884291,kilogram,cutoff38,,,,,
1416,fb36cc0f0ee71aa96428e8a08d24810e,"treatment of waste wood, untreated, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
1417,fb90d32a136e3b68a7d9834121e30823,"market for process-specific burdens, municipal waste incineration",Europe without Switzerland,2.3365429142949e-05,kilogram,cutoff38,,,,,
1418,fb90d32a136e3b68a7d9834121e30823,"market for process-specific burdens, municipal waste incineration",RoW,5.9234570857051e-05,kilogram,cutoff38,,,,,
1419,fbaba90b3050b2b24822fceb64a99904,"market for hazardous waste, for incineration",RoW,-0.0003326471264491,kilogram,cutoff38,,,,,
1420,fbe27e08ab2ab5ea27e70ffdf0ef9edb,"treatment of waste wood, untreated, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
1421,fbf03310304689a5a7ebe1cc523b3822,"treatment of waste wood, untreated, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
1422,fbf51ee94d6b4481482b61d6913c4f59,"treatment of waste mineral oil, hazardous waste incineration",RoW,-5.76783987010117e-05,kilogram,cutoff38,,,,,
1423,fc0ef6180f20ece74addb005e5250fb4,"market for hazardous waste, for incineration",RoW,-0.0095472,kilogram,cutoff38,,,,,
1424,fc2e1f9177f99f982153e07e507bf2f1,"market for hazardous waste, for incineration",CH,-0.0039,kilogram,cutoff38,,,,,
1425,fd5d24ee49943b43fa8693e38e67a081,"market for hazardous waste, for incineration",Europe without Switzerland,-4.15e-06,kilogram,cutoff38,,,,,
1426,fd60f6bab9f81a740200ccec1fe04f16,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
