;ex_code;ex_name;ex_loc;ex_amount;ex_unit;db_name;category
987;db474b8e48e26eb3d9f405caab55331a;treatment of waste polyurethane, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0718162919968532;kilogram;cutoff38;dump
990;dbdb9f2391e83ecc7d2fcd5eafbb5d3a;treatment of waste polystyrene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.750923285285251;kilogram;cutoff38;dump
992;dd2b3c0494e395be7c7ad011768bbdb4;treatment of waste aluminium, sanitary landfill;RoW;-0.991583114440325;kilogram;cutoff38;dump
1003;e179d855e1737b411582f49beb87bef2;treatment of waste polyethylene terephthalate, unsanitary landfill, wet infiltration class (500mm);GLO;-0.2105284767503;kilogram;cutoff38;dump
1004;e193949fa40c7a8c6544f453904259e6;treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm);GLO;-0.765380844923606;kilogram;cutoff38;dump
1005;e1be837bac2a23d91dec4f163e2f8af3;treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm);GLO;-0.329636;kilogram;cutoff38;dump
1016;e4befb1f0bb8e9caf36bb07c112c3e76;treatment of waste yarn and waste textile, unsanitary landfill;RoW;-0.608912291214437;kilogram;cutoff38;dump
1021;e4cb0b6c680d016867810fd22a813a36;treatment of waste plastic, mixture, unsanitary landfill, moist infiltration class (300mm);GLO;-0.081665232033263;kilogram;cutoff38;dump
1028;e634bf61340c0d9dec408c3a9b2c1827;treatment of waste glass, unsanitary landfill, wet infiltration class (500mm);GLO;-0.765380844923606;kilogram;cutoff38;dump
1029;e7480386d3acab7a8f81bc6b7fa230e2;treatment of municipal solid waste, unsanitary landfill, dry infiltration class (100mm);GLO;-0.552711;kilogram;cutoff38;dump
1030;e76d00bc7a45110eefe41a33d55b804c;treatment of waste plastic, mixture, sanitary landfill;RoW;-0.00617249483625;kilogram;cutoff38;dump
1035;e8853d1fee9c10bdaba2c87a26ef4d40;treatment of waste graphical paper, unsanitary landfill, dry infiltration class (100mm);GLO;-0.740400990118668;kilogram;cutoff38;dump
1042;ea2ee7caec0d1773f6111d3b55a7f096;treatment of waste glass, unsanitary landfill, dry infiltration class (100mm);GLO;-0.0305664483660676;kilogram;cutoff38;dump
1043;eaafff7b9fea9e0650455b2c0e2fab08;treatment of municipal solid waste, unsanitary landfill, wet infiltration class (500mm);GLO;-0.667053;kilogram;cutoff38;dump
1044;eadccc15545a466b1fa2cca36d400566;treatment of waste polyethylene terephthalate, unsanitary landfill, moist infiltration class (300mm);GLO;-0.329636389307973;kilogram;cutoff38;dump
1045;eb2b686c66348e8ef34b6cc6d1f22049;treatment of waste polypropylene, sanitary landfill;RoW;-0.0080179887435868;kilogram;cutoff38;dump
1049;ebf137b0603397e731d9c9327917688f;treatment of waste polystyrene, sanitary landfill;RoW;-0.0173861021883577;kilogram;cutoff38;dump
1052;ec38ca4dc5eeedafa233b355976a915c;treatment of waste polyurethane, sanitary landfill;RoW;-0.326208124785213;kilogram;cutoff38;dump
1053;ec38ca4dc5eeedafa233b355976a915c;treatment of waste polyurethane, unsanitary landfill, dry infiltration class (100mm);GLO;-0.146103403360449;kilogram;cutoff38;dump
1055;ec5f2d8e2ed7868ed429b76ba29c8709;treatment of waste paperboard, unsanitary landfill, dry infiltration class (100mm);GLO;-0.238635704890765;kilogram;cutoff38;dump
1057;ecb88a6bcbed5709aedaab1264655a45;treatment of waste polyethylene, sanitary landfill;RoW;-57.3;kilogram;cutoff38;dump
1058;ecb88a6bcbed5709aedaab1264655a45;treatment of waste polyurethane, inert material landfill;RoW;-26.7;kilogram;cutoff38;dump
1059;ed1a8c9b524364d39bd4a49aa1cd5c08;treatment of waste polystyrene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.609026185306133;kilogram;cutoff38;dump
1063;ee271fa52f7512b1009814c79624a8cb;treatment of waste glass, unsanitary landfill, moist infiltration class (300mm);GLO;-0.848434117077867;kilogram;cutoff38;dump
1065;ee3ad29dc9c1edfa03bd6007a1404a7c;treatment of waste polyethylene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.892349587988298;kilogram;cutoff38;dump
1072;f05b31f2105686dfb27d56fe67fd7a78;treatment of waste paperboard, unsanitary landfill, wet infiltration class (500mm);GLO;-0.750923285285251;kilogram;cutoff38;dump
1075;f13a312c47fcd8026ae512ce17b4cbe4;treatment of waste graphical paper, sanitary landfill;RoW;-0.48017244092358;kilogram;cutoff38;dump
1076;f13a312c47fcd8026ae512ce17b4cbe4;treatment of waste graphical paper, unsanitary landfill, moist infiltration class (300mm);GLO;-0.316017602616586;kilogram;cutoff38;dump
1078;f1f1fac609cfa0bffae87842de157bd2;treatment of waste polyethylene, unsanitary landfill, moist infiltration class (300mm);GLO;-0.626603589299052;kilogram;cutoff38;dump
1080;f2db46eeb2bb6ae28a7d8c46f1bb7c08;treatment of waste plastic, mixture, unsanitary landfill, wet infiltration class (500mm);GLO;-0.986422907233126;kilogram;cutoff38;dump
1082;f358f94322704c7cec2e81489c00300d;treatment of waste paint, sanitary landfill;CH;-0.85;kilogram;cutoff38;dump
1091;f70666fd3525d42ae645122a444d4c21;treatment of waste glass, sanitary landfill;GLO;-5.93875582593207e-06;kilogram;cutoff38;dump
1094;f75af3df53863ba9816b9d7158f3a09b;treatment of waste polypropylene, unsanitary landfill, dry infiltration class (100mm);GLO;-0.609026185306133;kilogram;cutoff38;dump
1102;f8144d2f463e50891762acfd8e86b4a0;treatment of waste polyethylene terephthalate, unsanitary landfill, dry infiltration class (100mm);GLO;-0.238635704890765;kilogram;cutoff38;dump
1104;f84546089494429cddd7a1d3e1520485;treatment of waste, from silicon wafer production, inorganic, residual material landfill;RoW;-0.991583114440322;kilogram;cutoff38;dump
1109;fa5dd14ff0306082e6954dc6f7de782a;treatment of waste polyethylene terephthalate, sanitary landfill;RoW;-0.0552442955999239;kilogram;cutoff38;dump
1111;fb36cc0f0ee71aa96428e8a08d24810e;treatment of waste wood, untreated, unsanitary landfill, wet infiltration class (500mm);GLO;-0.881137422307789;kilogram;cutoff38;dump
1113;fb406ef00fdec66bf772afea885d8c02;treatment of waste wood, untreated, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0444996764128451;kilogram;cutoff38;dump
1116;fbe27e08ab2ab5ea27e70ffdf0ef9edb;treatment of waste wood, untreated, sanitary landfill;RoW;-0.25231276005258;kilogram;cutoff38;dump
1118;fbf03310304689a5a7ebe1cc523b3822;treatment of waste wood, untreated, unsanitary landfill, dry infiltration class (100mm);GLO;-0.98073092225054;kilogram;cutoff38;dump
1120;fbf51ee94d6b4481482b61d6913c4f59;treatment of municipal solid waste, sanitary landfill;CA-QC;-0.0031485325515338;kilogram;cutoff38;dump
1121;fd60f6bab9f81a740200ccec1fe04f16;treatment of waste plastic, mixture, unsanitary landfill, dry infiltration class (100mm);GLO;-0.740400990118668;kilogram;cutoff38;dump
1122;fd9e7ef97a2711ef1e464e011c84ff13;treatment of waste polypropylene, unsanitary landfill, wet infiltration class (500mm);GLO;-0.750923285285251;kilogram;cutoff38;dump
1123;fdad0bce41632df3bd6d64c5e4faea6e;treatment of waste polyurethane, unsanitary landfill, wet infiltration class (500mm);GLO;-0.2105284767503;kilogram;cutoff38;dump
1125;fe7e71a5ea6c93aa420c70864fc1cecf;treatment of waste paperboard, sanitary landfill;RoW;-0.380706302185215;kilogram;cutoff38;dump
1126;fe92527d182a690bee2caf225e8f5827;market for hazardous waste, for underground deposit;RER;-0.0085233751275188;kilogram;cutoff38;dump
1127;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, dry infiltration class (100mm);GLO;-0.0717986390931305;kilogram;cutoff38;dump
1128;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, hyperarid infiltration class (-250mm);GLO;-0.035073452155838;kilogram;cutoff38;dump
1129;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, moist infiltration class (300mm);GLO;-0.0623369227600257;kilogram;cutoff38;dump
1130;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, very wet infiltration class (1000mm);GLO;-0.0792268474637746;kilogram;cutoff38;dump
1131;fea2d26de5ccbae6df6f1c76a6e9d5ec;treatment of waste polyvinylchloride, unsanitary landfill, wet infiltration class (500mm);GLO;-0.234923821966288;kilogram;cutoff38;dump
1;f16114f20dfb164f1ef9b0aa9c393633;treatment of biowaste by anaerobic digestion;CH;-0.194081026310004;kilogram;cutoff38;digestion
1;d475161633515814a64bb4656a681c4b;treatment of wastewater from anaerobic digestion of whey, capacity 1E9l/year;RoW;-0.991583114440325;cubic meter;cutoff38;digestion
1;0f317ac3a712fe00c0ef90897888226e;treatment of garden biowaste, home composting in heaps;RoW;-0.97700001314285;kilogram;cutoff38;compost
3;3810866a0c1e9fbd284c8780cf2546d1;treatment of kitchen and garden biowaste, home composting in heaps and containers;RoW;-0.976998341625207;kilogram;cutoff38;compost
7;f16114f20dfb164f1ef9b0aa9c393633;treatment of biowaste, industrial composting;CH;-0.359191211497295;kilogram;cutoff38;compost
