;ex_code;ex_name;ex_loc;ex_amount;ex_unit;db_name;category
2;001fe0535a7e0dec8b30354a10b62809;market for wastewater from grass refinery;CH;-0.0012656390606403;cubic meter;cutoff38;total
3;003c670e8f081fb347ee8d8f3c8129a2;market for wastewater from vegetable oil refinery;GLO;-9.73301649343247e-06;cubic meter;cutoff38;total
4;0058af82cdce10e512dc11f68a00a8eb;market for low level radioactive waste;GLO;-1.8032e-09;cubic meter;cutoff38;total
5;0058af82cdce10e512dc11f68a00a8eb;market for low level radioactive waste for final repository;GLO;-2.98e-08;cubic meter;cutoff38;total
7;00659af8369d6e9d63e62b23af53937e;market for wastewater, from residence;RoW;-9.6e-08;cubic meter;cutoff38;total
15;00bf4a131fe813b618563c23d4936ece;market for wastewater from concrete production;CH;-0.02472;cubic meter;cutoff38;total
26;01e66cef6bab909fa229a9e8064230b6;market for wastewater, unpolluted;RoW;-1.28461e-05;cubic meter;cutoff38;total
27;01f0d7aebb17c30a6c4d83ef4fad1fa4;market for wastewater from glass production;GLO;-0.00176;cubic meter;cutoff38;total
28;022f6dc5ca3c4f1f4cd319ba3ace2bdd;Volume occupied, final repository for low-active radioactive waste;None;6.8980079e-08;cubic meter;cutoff38;total
29;022f6dc5ca3c4f1f4cd319ba3ace2bdd;Volume occupied, final repository for radioactive waste;None;3.6218126e-09;cubic meter;cutoff38;total
35;02bb2377164599696b32fa774413539e;market for wastewater from hard fibreboard production;GLO;-0.0001832539957773;cubic meter;cutoff38;total
42;03118db58bafc79dbfc8a3015ab83885;market for wastewater from particleboard production;GLO;-0.105453930023082;cubic meter;cutoff38;total
56;03e1c24090fb6d8f7bff42d31fc52955;market for wastewater from lorry production;GLO;-6.634;cubic meter;cutoff38;total
77;053201587577147104d2f690a45dafcb;market for wastewater from potato starch production;GLO;-0.005811;cubic meter;cutoff38;total
129;09376bdc9a6fd41ce2850485401359d1;market for wastewater from pig iron production;RoW;-10.2;cubic meter;cutoff38;total
131;09e1d93c3fc012ffc026816964471199;market for high level radioactive waste for final repository;RoW;-0.00235;cubic meter;cutoff38;total
157;0cae5efb87b2b46ae957ba6d7313657e;treatment of wastewater, average, capacity 1.1E10l/year;CA-QC;-0.0025035376212154;cubic meter;cutoff38;total
158;0cae5efb87b2b46ae957ba6d7313657e;treatment of wastewater, average, capacity 1.6E8l/year;CA-QC;-2.19981142246099e-05;cubic meter;cutoff38;total
159;0cae5efb87b2b46ae957ba6d7313657e;treatment of wastewater, average, capacity 1E9l/year;CA-QC;-0.0001483497828022;cubic meter;cutoff38;total
160;0cae5efb87b2b46ae957ba6d7313657e;treatment of wastewater, average, capacity 4.7E10l/year;CA-QC;-0.0026471391469837;cubic meter;cutoff38;total
161;0cae5efb87b2b46ae957ba6d7313657e;treatment of wastewater, average, capacity 5E9l/year;CA-QC;-0.0013641187760067;cubic meter;cutoff38;total
168;0d4856784dc5aed1bb17730b05e91625;market for wastewater from ceramic production;RoW;-2e-05;cubic meter;cutoff38;total
201;108484f897225e0c0568b688d440abb6;market for wastewater, unpolluted, from residence;CH;-0.01;cubic meter;cutoff38;total
214;11e6c6f761e480727f08a1bcea23bdce;market for wastewater from soft fibreboard production;CH;-1.7322329014268e-05;cubic meter;cutoff38;total
240;14b42f83c3b11720358a3485f7c6b59f;market for wastewater from textile production;GLO;-0.118713983;cubic meter;cutoff38;total
249;157885d82142945eb15abcf61c28c69d;market for wastewater from medium density board production;GLO;-0.404995606671912;cubic meter;cutoff38;total
255;162945c1adaa251525c240850e98b078;treatment of wastewater from cathode ray tube production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
261;165de0a86842e49376dab45dad98d6cb;treatment of wastewater from ground granulated blast furnace slag production;US;-0.0704861111111111;cubic meter;cutoff38;total
360;1ee7ab84a1b93b83c60d2e149e7c1636;direct disposal of wastewater from textile production;GLO;-0.128;cubic meter;cutoff38;total
408;23d204c66a0badf00c47710f58816c3f;market for wastewater from ground granulated blast furnace slag production;GLO;-0.0003521760678752;cubic meter;cutoff38;total
422;2558088b18f9cf8789cad106dbddf16c;treatment of low level radioactive waste for final repository;CH;-0.0084168855596782;cubic meter;cutoff38;total
453;27dbf24d04eb69918f61b501a7b5272d;market for wastewater from maize starch production;GLO;-0.0032;cubic meter;cutoff38;total
642;36e90a85177ed04f766d4f9a2ad6f327;treatment of wastewater from liquid crystal production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
699;3bd42c62f07dd5e53cf154ab6ef6b800;market for wastewater from tube collector production;GLO;-0.00312;cubic meter;cutoff38;total
815;4558ef9aa619738756e7ce99b9b56217;treatment of wastewater from black chrome coating, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
903;4fa90fa9d00e860efcf6356dc1d84432;market for wastewater from PV cell production;GLO;-0.21734;cubic meter;cutoff38;total
910;501f812d6f9226327651e96b3af751df;treatment of wastewater from medium density fibreboard production, capacity 5E9l/year;RER;-0.134963325183374;cubic meter;cutoff38;total
1022;59872e4863a021fca8520a3fca88ef77;market for wastewater from wafer fabrication;GLO;-96.509;cubic meter;cutoff38;total
1095;5f7fd63979f7065be5a27a84f7933548;treatment of wastewater from tube collector production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
1145;63f11153ba2070377bef708fe338d335;market for wastewater from ammonium paratungstate production;RoW;-0.024385;cubic meter;cutoff38;total
1222;6a102981170cccd9088b12e808ecab3f;market for wastewater from liquid crystal display production;GLO;-0.3737;cubic meter;cutoff38;total
1236;6b5cda50b8776c13283ad959146143fc;treatment of wastewater from wafer fabrication, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
1257;6d9d014d4f29f7fbdf6c631c99020ba1;market for wastewater from liquid crystal display backlight production;GLO;-0.09505;cubic meter;cutoff38;total
1659;8d7ab9d7bcd0b896e4db1019b018413c;treatment of wastewater from plywood production, capacity 5E9l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
1689;90ad06d426371dd169c0fe11d8868675;market for wastewater from black chrome coating;GLO;-0.0066128532110091;cubic meter;cutoff38;total
1781;9832c09e6378b402e68ab78694504ac0;treatment of wastewater from PV cell production, capacity 5E9l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
1815;9a806bb269294e0e3233990b8df0b0fd;market for wastewater from plywood production;GLO;-0.0859191763198484;cubic meter;cutoff38;total
1912;a18887af4b8f3878cd40336c54fa45cf;treatment of wastewater from potato starch production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
1950;a4baea9365a13ba573c85b068e2306d1;market for wastewater from cathode ray tube production;GLO;-0.0049159;cubic meter;cutoff38;total
1966;a65afd10129ba7e652878ada0a423dee;treatment of wastewater from liquid crystal display backlight production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
2038;ac5c6cecb4330150cc263f8e4bfba29d;treatment of wastewater from hard fibreboard production, capacity 5E9l/year;RER;-0.294897959183673;cubic meter;cutoff38;total
2211;bcc27ad591d90e4eb3395b51fa932ae7;treatment of wastewater from lorry production, capacity 4.7E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
2214;bcee5dcdc39efebdaf142b7cbbe6f005;market for wastewater from liquid crystal production;GLO;-0.0022062;cubic meter;cutoff38;total
2316;c49b186da1f23a023ba01ebbe8635984;treatment of wastewater from glass production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
2377;caa316392e51bb5d28d75146517c4f09;treatment of wastewater from liquid crystal display production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
2482;d2475b72218699d7b18c4647abe1a68e;treatment of wastewater from maize starch production, capacity 1.1E10l/year;CH;-0.008416885559675;cubic meter;cutoff38;total
2606;dc03211e41028d8aacc8797657e89176;treatment of wastewater from particleboard production, capacity 5E9l/year;RER;-0.380543633762518;cubic meter;cutoff38;total
2793;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, in interim storage;CH;-0.9;cubic meter;cutoff38;total
2794;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, surface or trench deposit;CH;-0.01;cubic meter;cutoff38;total
2795;f16ebe0cf00906d23646f15369313fe6;treatment of low level radioactive waste, plasma torch incineration;CH;-0.09;cubic meter;cutoff38;total
